id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13859099,single bedroom downtown Toronto,34106626,Christina,,Kensington-Chinatown,43.65191,-79.39549,Private room,88,28,43,2019-09-14,0.60,1,327,0,
13993317,Cozy and modern home,30738438,Margareta,,L'Amoreaux,43.77757,-79.32403,Private room,35,30,19,2019-11-16,0.27,1,190,0,
13995319,Little Italy's perfect one bedroom apartment,77497310,Krizsanta,,Palmerston-Little Italy,43.65559,-79.42186,Entire home/apt,76,28,6,2020-03-22,0.08,1,0,0,
14313892,Large Master Bedroom Downtown Toronto on King St,17046831,Yun Shan,,Moss Park,43.65217,-79.36797,Private room,63,88,2,2016-09-02,0.03,1,123,0,
14317572,Beautiful 3 Bedroom Home in South Riverdale,3069630,Mark,,South Riverdale,43.66187,-79.35296,Entire home/apt,375,3,44,2022-05-24,0.62,2,34,12,STR-2009-FHVDPB
13859664,Bright Condo in the Entertainment District.,842262,Fabio,,Waterfront Communities-The Island,43.64471,-79.39175,Entire home/apt,210,5,34,2022-05-31,0.96,1,145,6,STR-2109-GQQVHG
13996537,East York - 1 bedroom,63750100,Crissy,,Old East York,43.69767,-79.32922,Entire home/apt,102,3,33,2020-01-26,0.46,1,62,0,STR-2012-GYRVHH
13996854,Modern Condo w/ FREE Parking in Liberty Village,83602391,Justin,,Niagara,43.63813,-79.41073,Entire home/apt,132,28,34,2018-09-23,0.47,1,0,0,
13863129,Great location   Cozy  convenient,81495512,Donnie,,Trinity-Bellwoods,43.64963,-79.40718,Private room,160,28,5,2018-03-08,0.07,5,364,0,
14323050,Lovely basement suite in Toronto's West End,70341512,Shannon,,High Park-Swansea,43.6487,-79.48116,Entire home/apt,149,2,53,2022-06-01,1.51,1,284,29,STR-2009-HPDRPK
13863591,Great apartment in house near Bathurst/Lawrence,81883126,Nick,,Bedford Park-Nortown,43.7234,-79.42529,Entire home/apt,99,28,0,,,1,0,0,
13864717,Where the City is your Backyard,53422666,Vince & Anna,,Niagara,43.64505,-79.41081,Entire home/apt,138,28,100,2019-08-24,1.40,1,89,0,
14330267,Stunning Harbor/City View: 2bdrm/2bth+Free Parking,87707656,Khosro,,Waterfront Communities-The Island,43.642730508506084,-79.38213895975396,Entire home/apt,293,1,450,2022-05-25,6.34,1,15,66,STR-2105-GQCRVG
13864741,Boho-Chic lane way loft - Toronto!,8349056,Jose,,Little Portugal,43.64969,-79.42946,Entire home/apt,95,31,26,2021-07-01,0.37,3,216,1,
14330995,Clean&spacious 2-bdrm condo (清洁宽敞高档公寓2睡房),87714748,Tony,,L'Amoreaux,43.79679,-79.31891,Entire home/apt,79,28,70,2018-09-14,0.99,1,0,0,
13874098,Beautiful Home in Little Italy,7087982,Jaclyn,,Palmerston-Little Italy,43.65875,-79.41033,Private room,60,28,13,2017-02-25,0.18,1,0,0,
14335973,Spacious Basement Apartment near Heart of Toronto,87491174,Meenakumari,,Kennedy Park,43.72332,-79.25494,Entire home/apt,80,1,88,2021-12-21,1.26,1,107,14,STR-2011-HQLXVK
13999221,Toronto Downtown 1 Bedroom Suite,50816345,Barry,,Kensington-Chinatown,43.65044,-79.39109,Entire home/apt,130,365,3,2016-08-25,0.04,1,358,0,
13875449,Glebemount Getaway,49824436,Jonathan,,Danforth East York,43.69414,-79.32076,Entire home/apt,123,2,52,2022-04-22,0.74,2,290,14,STR-2012-JCXVHM
14005067,Urban Chic 1 Bedroom + Bathroom at Yonge & Bloor,50402450,Vanessa,,Church-Yonge Corridor,43.66844,-79.38395,Entire home/apt,200,28,2,2016-08-02,0.03,1,0,0,
14011682,Comfy Toronto bed!,33149769,Kailee,,Forest Hill North,43.70806,-79.41683,Private room,55,28,1,2016-07-20,0.01,1,0,0,
14352637,Not available,24920304,Kaitlin,,Waterfront Communities-The Island,43.63765,-79.38999,Shared room,162,28,0,,,1,0,0,
13876855,"Cozy 2 Bed, 2 Bath Condo-Heart of DT Toronto",13990839,Anna,,Waterfront Communities-The Island,43.64861,-79.38905,Entire home/apt,135,28,106,2020-10-27,1.49,1,0,0,
14353879,Luxury Condo in West Queen West,87982512,Daniel,,Niagara,43.64091,-79.40999,Entire home/apt,120,29,13,2017-06-06,0.19,1,0,0,
14011783,Cozy Nook next to CN Tower+Private Bathroom!!,13343016,Alexis,,Waterfront Communities-The Island,43.64588,-79.39137,Private room,75,28,66,2020-02-24,0.92,2,0,0,
14015984,Japanese Inspired Single Room,77000637,Susie,,Church-Yonge Corridor,43.66826,-79.38285,Private room,66,1,194,2022-05-30,5.16,4,248,108,STR-2010-HGCKPJ
13879429,Renovated 3BR House w/Outdoor Living in West TO!,881076,Jessica,,Weston-Pellam Park,43.66959,-79.45835,Entire home/apt,121,28,0,,,1,0,0,
14025998,TV featured basement apartment in the Junction,78361743,Karen,,Junction Area,43.66352,-79.46213,Entire home/apt,70,28,108,2022-04-30,1.74,1,286,15,STR-2011-FMVDVC
14038855,Charming Bloordale Living,80794659,Patrice & Jeff,,Dufferin Grove,43.65464,-79.4428,Entire home/apt,83,28,220,2022-05-07,3.08,5,32,6,STR-2107-FVCVHD
14363763,Stunning Industrial Loft in Leslieville,88090226,Michael,,South Riverdale,43.66769,-79.33446,Entire home/apt,529,28,1,2016-12-29,0.02,1,152,0,
13879930,"Mins to Roger Ctr, CN Tower, Union STN, 10",31397994,Mathieu,,Waterfront Communities-The Island,43.64108,-79.38236,Entire home/apt,152,28,462,2022-05-01,6.42,3,61,32,STR-2101-HQJRVK
14369423,Cozy Condo With Lake View In Heart Of Toronto,15480265,Lelian,,Waterfront Communities-The Island,43.63935,-79.3827,Entire home/apt,90,28,251,2022-05-08,3.55,1,52,3,STR-2103-HQQRVK
13885036,MCS Luxury Suite - LAKE VIEW 3,50396723,Frankie,,Waterfront Communities-The Island,43.64243,-79.38228,Entire home/apt,240,1,187,2022-06-03,2.64,19,152,56,STR-2011-GJPDVF
14039955,Design Lovers Loft in Kensington Market,1039434,Juli,,Kensington-Chinatown,43.65634,-79.39884,Entire home/apt,299,28,11,2020-08-26,0.16,3,127,0,
13885568,"Secluded Apartment in Contemporary, Renovated Century Home",8702985,Clarence,,Trinity-Bellwoods,43.65351,-79.41591,Entire home/apt,148,120,75,2021-12-21,1.06,10,297,2,
14043478,Self Contained apartment located in North Scarboro,84172369,Paul,,L'Amoreaux,43.80198,-79.32123,Entire home/apt,58,1,143,2020-11-27,2.00,2,0,0,STR-2012-FRVHHC
14371841,Fancy one bedroom condo Yonge & Bloor,195095,Urbano,,Church-Yonge Corridor,43.67075,-79.3837,Entire home/apt,129,28,3,2019-05-26,0.05,16,291,0,
13890931,Huge family home in quiet neighbourhood,82269886,Meighan,,Greenwood-Coxwell,43.6698,-79.32198,Entire home/apt,350,5,3,2019-08-08,0.04,1,3,0,STR-2111-FJZKVB
14052026,Private Midtown Garden Flat,84280445,Heather,,Lawrence Park North,43.72729,-79.40257,Entire home/apt,74,28,1,2016-08-16,0.01,1,0,0,
13891828,Great Quiet Locatin,79434839,Hossein,,Newtonbrook East,43.79979,-79.39767,Private room,75,28,0,,,1,0,0,
14074043,Spacious comfortable two Bedroom apartment,53363525,Isaac,,Corso Italia-Davenport,43.67832,-79.44052,Entire home/apt,180,28,10,2019-11-05,0.14,2,89,0,
14371898,Luxury Yorkville Condo in Original Four Seasons,88187991,Christopher,,Annex,43.67026,-79.3943,Entire home/apt,198,28,40,2020-11-13,0.57,1,156,0,
13896289,cozy&beautiful private room in midtown(near subway,82329751,Karen,,Mount Pleasant East,43.6967,-79.39091,Private room,96,2,71,2022-05-23,0.99,3,28,14,STR-2106-HKMDVK
13913810,Adorable private apartment on bustling Queen West!,9558617,Andrea,,Trinity-Bellwoods,43.64863,-79.40709,Entire home/apt,111,4,47,2022-05-29,0.66,1,10,15,STR-2010-FRVDPC
14380750,Victorian lovely  home that sleeps  comfortably.,80603071,Miroslaw,,Cabbagetown-South St.James Town,43.666985,-79.371803,Entire home/apt,486,1,77,2021-10-25,1.09,4,317,12,STR-2010-GTHDPH
14077923,A Stunning King Suite Loft Free Parking & Laundry,44187629,Ala,,Annex,43.6709,-79.41539,Entire home/apt,227,28,52,2022-01-18,0.73,7,62,2,
13914729,"Central Annex Victorian,Parking, steps to subway",2321316,Tara & David,,Annex,43.66987,-79.40632,Entire home/apt,224,30,11,2019-09-25,0.20,3,0,0,
14084782,Beautiful Victorian Home in Leslieville,82069057,Catherine,,South Riverdale,43.65808,-79.34599,Entire home/apt,299,3,41,2022-05-30,0.58,2,60,7,STR-2104-HHKXVJ
14384510,Studio in the Heart of Toronto,141165,Patrick & Tina,,Kensington-Chinatown,43.65349,-79.39669,Entire home/apt,100,30,96,2022-05-02,1.36,1,127,1,
13920828,Beautiful 4 bdrm home in The Annex/Seaton Village,9904260,Ingrid,,Annex,43.66733,-79.4168,Entire home/apt,200,28,4,2019-08-04,0.06,1,0,0,
14385086,Victorian 3 BR Home in Dovercourt Park,88336207,Kirsten,,Dovercourt-Wallace Emerson-Junction,43.66595,-79.42882,Entire home/apt,180,100,0,,,1,0,0,
14091426,Modern Apt / Annex /Heritage (2bed/2bath/1500sqft),2088043,Jay,,Annex,43.67174,-79.40021,Entire home/apt,289,28,0,,,1,0,0,
13924206,1 Bedroom + Open Den + Bright & Sunny Space!,28799607,Jaclyn,,Mimico (includes Humber Bay Shores),43.62264,-79.48313,Entire home/apt,130,28,9,2016-08-25,0.13,1,0,0,
13925578,"Lakeview Condo on Lakeshore, Toronto",82704886,Jason,,Mimico (includes Humber Bay Shores),43.62243,-79.48429,Entire home/apt,159,28,18,2018-09-09,0.25,1,0,0,
14095037,Charming Urban Retreat,64960045,Dianne,,Cabbagetown-South St.James Town,43.66456,-79.35734,Entire home/apt,99,28,14,2019-10-06,0.20,1,0,0,
14386680,Apt C:CityCentre/UofT/Fields/DonnellyUHN/Annex,88357720,Roger And Teresa,,University,43.66482,-79.40631,Entire home/apt,140,28,48,2022-02-28,0.70,11,184,1,Exempt
13925965,Spectacular luxury home in the sky,48558994,Jeremy,,Moss Park,43.65068,-79.37063,Entire home/apt,900,365,2,2016-09-26,0.03,1,89,0,
14101349,Downtown Room Two Blocks from Eaton Center,84884182,Nathan,,Church-Yonge Corridor,43.65431,-79.37548,Private room,59,28,2,2016-08-02,0.03,1,0,0,
13926231,Loft Room in Annex Apartment,19991415,Alan,,Annex,43.66719,-79.41242,Private room,35,28,9,2016-12-21,0.13,1,0,0,
14101559,Modern Glam Condo,69546022,Lana,,Yorkdale-Glen Park,43.71401,-79.45209,Entire home/apt,120,28,12,2020-09-11,0.17,3,50,0,
14387032,Completely private home close to Lake Ontario.,68458396,Seema,,Rouge,43.78638,-79.1335,Entire home/apt,152,2,228,2022-05-31,3.22,1,247,17,STR-2204-FQMPHC
13926487,Cozy East End Apartment,14655644,Maya And Dado,,Danforth East York,43.6912,-79.31639,Entire home/apt,70,28,44,2021-08-01,0.64,1,33,1,
14388546,Luxurious Hotel-style Basement Room w/ Pvt Ensuite,71953386,Yvonne,,Banbury-Don Mills,43.72976,-79.33544,Private room,55,28,9,2022-04-03,0.13,2,355,1,
14388890,Room 23 Wellesley Manor boutique Hotel,72335330,Wellesley Manor,,Church-Yonge Corridor,43.66616,-79.38376,Private room,145,28,0,,,7,365,0,
14102482,Newly Renovated One Bedroom Suite on a Ravine,17786114,Jesse,,Kennedy Park,43.72449,-79.26788,Entire home/apt,125,1,1,2022-02-13,0.27,1,108,1,STR-2111-FXQXVD
14105263,Spacious and clean condo,283537,Carmen,,Moss Park,43.65289,-79.37081,Entire home/apt,95,28,1,2016-08-22,0.01,1,0,0,
13933019,Luxurious and Spacious 2Bd/2Ba with 270° Views,82809760,Chris,,Waterfront Communities-The Island,43.6469,-79.3764,Entire home/apt,490,28,0,,,1,0,0,
14389097,♥Ace-Location♥GrandPatio♥Walkeverywhere♥1BD♥Work,47176541,Casa,,Trinity-Bellwoods,43.65483,-79.40838,Entire home/apt,180,28,248,2022-05-01,3.50,3,8,3,
13937219,Amazing Condo by CN TOWER - FREE PARKING,2124835,Mussie,,Waterfront Communities-The Island,43.64196,-79.3811,Entire home/apt,249,1,48,2022-05-29,0.67,2,166,32,STR-2105-GZWRVH
14398598,Middle town Private bedroom near subway,88498594,Joey,,St.Andrew-Windfields,43.74554,-79.39936,Private room,85,90,0,,,1,90,0,
14106058,Triller Grove - A One Bedroom Luxury Urban Oasis,79737887,Maria,,Roncesvalles,43.64,-79.44327,Entire home/apt,130,28,132,2022-04-30,1.89,1,163,4,
13938814,Cozy Basement Apartment by the park,43808905,Mary Olga,,High Park North,43.65634,-79.46921,Entire home/apt,80,6,67,2022-05-30,0.96,1,182,13,STR-2012-HLMBHK
14107052,"private bathroom, laundry, kitchen, huge closet",54993460,Max,,Willowridge-Martingrove-Richview,43.68504,-79.56801,Private room,50,28,0,,,1,0,0,
14111311,"Lovely 1 bedroom apartment near North York, cool",85010712,Darlington,,Bayview Woods-Steeles,43.80257,-79.37469,Entire home/apt,180,28,0,,,1,0,0,
14398733,"clean, cozy fully furnished apt",88500861,Deepa,,Bendale,43.76785,-79.26025,Entire home/apt,45,28,143,2020-05-31,2.02,1,280,0,
14399559,Clean and Quiet Basement Apt. Close To Downtown TO,88508504,Katya,,Lawrence Park North,43.73003,-79.39216,Entire home/apt,67,28,114,2022-04-30,1.63,1,303,5,
13940183,Sweet Family Victorian in the Junction,3004501,Denise,,Junction Area,43.66718,-79.47068,Entire home/apt,190,28,1,2016-08-15,0.01,1,0,0,
14399588,Penthouse Loft with Terrace - Perfect for TIFF,6899555,Elliott,,Niagara,43.64401,-79.41398,Entire home/apt,250,28,2,2017-03-05,0.03,1,0,0,
13942292,Bright and Beautiful,35736891,Jacob,,Old East York,43.69581,-79.34647,Private room,85,28,1,2016-08-21,0.01,1,0,0,
14404164,Penthouse Wellesley  Manor Boutique Hotel,72335330,Wellesley Manor,,Church-Yonge Corridor,43.66395,-79.38388,Private room,200,28,0,,,7,365,0,
14111352,"It's very bright, clean Basement apartment.",35338653,Zohora,,Kennedy Park,43.72599,-79.26177,Entire home/apt,101,1,103,2022-05-21,1.44,1,297,22,STR-2010-FRPDVC
13950096,Beautiful 2bdrm + 1.5 bath Semi in Hip Leslieville,30354892,Tara,,South Riverdale,43.66044,-79.34276,Entire home/apt,201,28,6,2016-12-28,0.08,1,0,0,
13950414,Beautiful Newly Renovated Bright 1-Bdrm Plus Apt,83038230,A,,Humewood-Cedarvale,43.69715,-79.43475,Entire home/apt,88,28,8,2019-10-31,0.14,1,155,0,
14118230,"Loft Style Apartment In Little Italy, Sleeps 4",84721968,Hyla,,Palmerston-Little Italy,43.6594,-79.41636,Entire home/apt,125,29,113,2021-08-31,1.60,7,293,1,
14118576,"Awesome Annex 1 Bedroom apt, main floor, parking!",39718157,Paul,,Annex,43.67263,-79.41157,Entire home/apt,123,28,22,2018-06-04,0.32,2,0,0,
14414777,Walk to Local Breweries From a Bloordale Hideaway,3058259,Melissa-Jane,,Dovercourt-Wallace Emerson-Junction,43.66162,-79.44323,Entire home/apt,165,4,172,2022-05-17,2.49,2,95,13,STR-2010-GXKRPH
14418669,Modern one bedroom condo - King west (sharing),195095,Urbano,,Waterfront Communities-The Island,43.64577,-79.3913,Private room,143,28,10,2020-02-28,0.14,16,316,0,
13953171,Comfy and spacious house in Bloordale,2107551,Kate,,Dovercourt-Wallace Emerson-Junction,43.66247,-79.43128,Entire home/apt,43,28,1,2018-01-01,0.02,1,0,0,
14422995,Cozy 3rd floor Bedroom in The Beach,34268583,Jonathan,,The Beaches,43.67216,-79.28925,Private room,65,28,4,2016-09-24,0.06,2,0,0,
13955657,"Toronto Lakefront Condo! Views, Balcony, Amenities",46486237,Kyle,,Mimico (includes Humber Bay Shores),43.62112,-79.48404,Entire home/apt,190,28,18,2017-07-30,0.25,1,0,0,
14119601,Cozy 2 Bedrooms Condo Yonge & Sheppard + Parking,85109485,Pavel,,Willowdale East,43.75919,-79.4094,Entire home/apt,165,28,10,2022-02-01,0.14,10,336,2,
14122940,Basement Apartment 4 min walk from Finch Subway,85149414,Fery,,Newtonbrook West,43.78029,-79.4219,Entire home/apt,82,30,56,2020-03-08,0.82,1,39,0,
13956036,Comfortable & Affordable Space for 2 in Yorkville,15891478,Matt,,Bay Street Corridor,43.66798,-79.38867,Private room,50,28,0,,,1,0,0,
14451605,"Relax in a Vibrant Room in a Cozy, Modern House",89010039,Catherine,,Victoria Village,43.73098,-79.32426,Private room,114,2,126,2022-05-30,1.79,1,134,17,STR-2009-HDCKPJ
13958556,2nd Floor Master Bedroom,83146050,Ali,,Beechborough-Greenbrook,43.69583,-79.47422,Private room,250,250,0,,,2,88,0,
13960519,Bright and beautiful 2 bedroom home in Greek Town,28338137,Linda,,Blake-Jones,43.67269,-79.34088,Entire home/apt,125,28,2,2016-09-06,0.03,1,0,0,
14467976,"Caring, kind family, beautiful home",87984662,Marla,,Highland Creek,43.79019,-79.16623,Private room,25,28,13,2022-05-06,0.19,2,189,2,
14125959,"Bright main flr BR, single bed, 7 mins to Airport.",59824620,Carmina &  Renato,,Willowridge-Martingrove-Richview,43.67798,-79.56504,Private room,40,30,15,2019-08-28,0.21,4,77,0,
14126008,Large Luxury Beaches Home w Gourmet Kitchen,11652227,Clive,,The Beaches,43.67028,-79.30857,Entire home/apt,255,3,35,2022-01-02,0.71,2,258,8,STR-2010-HRFXPK
14126057,Apartment Uptown Toronto Yonge&Eglinton,35499709,Oakley,,Lawrence Park South,43.71775,-79.40162,Entire home/apt,159,28,50,2022-05-02,0.70,2,152,3,
13960633,Spacious 2BRM - Amazing Location - Steps to Union,5352823,Phil,,Waterfront Communities-The Island,43.64188,-79.38365,Entire home/apt,260,28,8,2019-08-18,0.11,1,0,0,
14127357,"Upper BR single bed. Big window, 7 min to Airport.",59824620,Carmina &  Renato,,Willowridge-Martingrove-Richview,43.67882,-79.56508,Private room,39,30,14,2021-02-18,0.20,4,278,0,
14469669,Annex 1 Bedroom,1488863,Rafi,,Annex,43.66819,-79.40911,Entire home/apt,550,28,0,,,1,0,0,
14471471,Downtown Stunning Condo Best Choice,67092703,Wcm,,Waterfront Communities-The Island,43.64469,-79.3903,Entire home/apt,172,28,90,2019-07-09,1.27,4,0,0,
13960968,2ND Floor Bedroom,83146050,Ali,,Beechborough-Greenbrook,43.69426,-79.47599,Private room,200,180,0,,,2,83,0,
14471969,Upscale Toronto Lakeview Condo | 1+1 with Balcony,86418292,Shawn,,Waterfront Communities-The Island,43.64134,-79.39769,Entire home/apt,319,2,165,2022-06-01,2.37,1,4,3,STR-2204-HSKBHL
14127375,"Upper BR Queen bed, Big window, 7 mins to Pearson.",59824620,Carmina &  Renato,,Willowridge-Martingrove-Richview,43.67718,-79.56494,Private room,48,30,16,2022-05-01,0.23,4,33,2,
13961098,Balmy Beach House,24067275,Dolores,,The Beaches,43.66928,-79.28866,Entire home/apt,100,30,16,2020-08-14,0.22,1,320,0,STR-2010-JFDRVM
14127811,Perfect place for short 6 month rental,85213450,Richelle,,Morningside,43.79567,-79.20163,Private room,20,179,7,2016-08-16,0.10,1,0,0,
14137840,"Private Downtown Suite, Steps from Dovercourt Park",21480515,John,,Dovercourt-Wallace Emerson-Junction,43.66549,-79.434,Private room,75,28,56,2019-11-18,0.87,1,0,0,
14473016,Toronto apartment,8246121,William,,Dufferin Grove,43.65752,-79.43206,Entire home/apt,170,28,3,2017-03-12,0.04,1,0,0,
14488472,Luxury Penthouse Condo - Eiffel Towers in Toronto,8485883,Julz,,Newtonbrook West,43.79294,-79.43959,Private room,81,30,0,,,1,364,0,
13967522,Cozy unit near St Lawrence Market,1138090,Gloria,,Moss Park,43.65287,-79.36868,Entire home/apt,130,28,0,,,1,0,0,
14497546,Downtown Private Room with Washroom and Parking!,88719637,Rajnesh,,Niagara,43.63559,-79.40501,Private room,90,5,72,2022-05-15,1.51,1,7,6,STR-2201-GFMKVF
14141086,beautiful one bedroom dundas and bloor,8780911,Tomas,,High Park North,43.65923,-79.45381,Entire home/apt,67,28,1,2016-08-07,0.01,1,0,0,
13970804,comfort downtown toronto place with breakfast,70048848,Christina,,Church-Yonge Corridor,43.66073,-79.37782,Private room,70,28,0,,,1,0,0,
14150082,Old town loft in St. Lawrence Market!,934821,Rob,,Waterfront Communities-The Island,43.64759,-79.3736,Entire home/apt,150,90,64,2017-10-30,0.92,2,266,0,
14503735,In Style Local Living in Liberty Village,809517,Anton,,Niagara,43.63743,-79.41447,Entire home/apt,110,14,10,2022-03-27,0.14,1,0,1,STR-2111-GWGHHH
13973714,"Spectacular Toronto Home on Beach, Year Round Open Pool.",24014221,Miles,,The Beaches,43.6664,-79.2991,Entire home/apt,1099,3,33,2021-10-18,0.48,1,12,5,STR-2010-FLWKVC
14510316,MODERN LOWER LEVEL APARTMENT,69350366,Erik,,Dovercourt-Wallace Emerson-Junction,43.66112,-79.44364,Entire home/apt,105,28,211,2020-03-01,3.02,1,155,0,
14152093,Downtown (Room3),85507924,Sophie,,Kensington-Chinatown,43.65023,-79.40437,Private room,125,28,27,2019-09-15,0.38,6,364,0,
14152527,Downtown Room 2 private bathroom,85507924,Sophie,,Trinity-Bellwoods,43.6501,-79.40634,Private room,136,28,36,2019-09-07,0.50,6,364,0,
13978229,Queen and Spadina Large and bright 3 bedrms condo,2909278,Robin,,Waterfront Communities-The Island,43.64659,-79.39778,Private room,150,28,0,,,1,0,0,
13978706,Bright One Bedroom Suite in Trendy Stockyards,2674828,Beza,,Junction Area,43.67254,-79.4784,Entire home/apt,90,28,13,2022-04-30,0.19,1,219,3,
14152531,Downtown room 1 with private bathroom,85507924,Sophie,,Trinity-Bellwoods,43.64908,-79.40589,Private room,136,28,38,2019-09-08,0.53,6,365,0,
14530738,Elegant Garden Apartment,315019,Kaitlin,,Corso Italia-Davenport,43.67713,-79.45011,Entire home/apt,84,28,22,2020-03-31,0.31,1,0,0,STR-2103-GZCRVH
13980935,King West Condo FREE PARKING,9602616,Matt,,Niagara,43.642,-79.41363,Entire home/apt,125,28,4,2016-08-28,0.06,1,0,0,
14153652,Stylish and Modern 1BR Condo in Trendy King East,85481791,Antonio,,Moss Park,43.65158,-79.37018,Entire home/apt,235,1,84,2021-12-18,1.21,1,23,10,STR-2012-GKPHHG
13981582,Newly renovated & full of nature light guest suite,60306498,Annie,,Clanton Park,43.73783,-79.4401,Entire home/apt,143,1,18,2022-05-31,3.83,3,5,18,STR-2103-GFPKVF
14154796,1 bdrm -Close to Toronto College of Dental Hygiene,58851850,Holly,,Clanton Park,43.7424,-79.43705,Private room,69,180,0,,,3,363,0,
14534758,Spacious Bright PLACE beside subway @Downtown TO.,75131887,Jay,,North St.James Town,43.66851,-79.37116,Entire home/apt,393,28,12,2017-09-24,0.17,1,90,0,
13989740,Prime Location and Views,9035442,Rob,,Waterfront Communities-The Island,43.64535,-79.3939,Entire home/apt,150,28,1,2016-09-04,0.01,1,0,0,
14162411,Room and Board in cozy basement apartment!,41503522,Alyssa,,University,43.65973,-79.40781,Private room,40,28,2,2016-08-30,0.03,1,0,0,
13991835,Private Room on Dundas West,71715448,Romar,,Little Portugal,43.64924,-79.4327,Private room,41,28,2,2016-07-25,0.03,1,0,0,
14162787,Entire apartment in Toronto downtown lake view,33211847,Lily,,Waterfront Communities-The Island,43.64282,-79.38053,Entire home/apt,150,28,0,,,1,0,0,
14537849,2 Bdrm/(PAN AM ) (UofT) & (Cent. college ) Casino,12514772,Sue,,Morningside,43.7883,-79.21685,Private room,154,4,60,2022-04-10,0.90,1,313,10,STR-2012-JDZBHM
14546659,"Cozy, bright place in downtown Toronto",55768786,Melinda,,North St.James Town,43.66947,-79.37251,Entire home/apt,49,28,0,,,1,0,0,
14711952,Lovely one bedroom Condo Downtown!,39413671,Cédric,,Waterfront Communities-The Island,43.64071,-79.38295,Entire home/apt,100,28,2,2016-09-19,0.03,1,0,0,
14546938,Furnished Lower Penthouse Unit with a GREAT View,35008388,Jason,,Mimico (includes Humber Bay Shores),43.62048,-79.48456,Entire home/apt,120,28,1,2016-08-29,0.01,1,0,0,
14163229,Gowercourt  Townhouse,85669323,Jackie,,East End-Danforth,43.6904,-79.2955,Private room,72,28,0,,,1,87,0,
14713151,"""Urban West side Deal""",8095828,Shantanu,,Dovercourt-Wallace Emerson-Junction,43.66087,-79.44295,Private room,43,30,23,2019-10-24,0.33,1,45,0,
14177737,Quiet 1 Bedroom Escape in the Heart of the City!,23104017,Cameron,,Kensington-Chinatown,43.65239,-79.39096,Entire home/apt,139,28,8,2018-09-14,0.11,1,0,0,
14179325,KIng West Loft,32097881,Mike,,Niagara,43.64318,-79.40242,Entire home/apt,200,28,26,2021-10-15,0.37,1,278,1,
14183374,Double Room in Beautiful Leslieville Home,82069057,Catherine,,South Riverdale,43.65843,-79.34422,Private room,99,28,8,2019-10-02,0.11,2,93,0,
14185882,Great 1BR+Den Heart of DT Toronto,65147825,Shawn,,Waterfront Communities-The Island,43.6483,-79.39109,Entire home/apt,196,28,0,,,1,87,0,
14547904,"NEW 1BD+1BA Pvt Apt, laundry, beach, subway, DT",90025223,Anjelika,,Greenwood-Coxwell,43.67071,-79.31974,Entire home/apt,107,3,139,2022-05-16,2.00,1,114,34,STR-2010-FZVDPD
14549154,Roomy Master Bedroom in the heart of downtown,90039246,Alex,,Kensington-Chinatown,43.65482,-79.39334,Private room,66,28,2,2017-12-17,0.03,1,0,0,
14549864,West End Studio Apartment with private Patio,90046768,Christopher,,Dufferin Grove,43.65685,-79.43701,Entire home/apt,139,29,58,2021-10-24,0.83,1,49,1,
14550649,Downtown hotel style suite w/parking up to 4 peopl,70659143,Irina,,Annex,43.67268,-79.40077,Entire home/apt,99,28,203,2018-11-09,2.90,3,0,0,
14552494,Cozy Room in Family Home for One Woman,8324988,Samantha,,South Riverdale,43.66165,-79.33644,Private room,45,28,68,2020-08-07,0.97,2,218,0,
14555542,2 Bedroom Downtown Toronto With Parking!!,43826388,Ryan,,University,43.65892,-79.39652,Entire home/apt,154,30,24,2022-03-05,0.34,3,165,1,
14715527,"Decadent private designer den, just like home.",377962,Coreen,,Humewood-Cedarvale,43.68342,-79.42371,Entire home/apt,110,30,25,2022-03-07,0.41,3,295,4,
14186226,Nice private room close to everything,85315962,Derek,,North St.James Town,43.66701,-79.3765,Entire home/apt,140,28,1,2016-09-01,0.01,1,0,0,
14186364,Bright 1 Bedroom/1 bathroom Walkout basement,26508323,Kane,,Don Valley Village,43.77821,-79.35287,Private room,43,28,9,2018-10-12,0.13,1,150,0,
14717510,Peace & Quiet Victorian Lower Flat on Christie Park / Subway,8435335,Susan J,,Dovercourt-Wallace Emerson-Junction,43.66401,-79.42246,Entire home/apt,175,7,96,2022-05-31,1.37,1,1,4,STR-2107-FVVPHD
14724024,Executive High Park Home on Subway Bdr #2,8782602,Dan,,High Park-Swansea,43.65251,-79.46895,Private room,199,30,1,2016-10-23,0.01,2,0,0,
14564854,Art Deco Living in Coveted Little Italy,4629110,Shae,,Palmerston-Little Italy,43.65777,-79.41545,Entire home/apt,78,28,67,2022-01-01,0.95,1,124,3,
14572722,Private Room in The Annex,22171699,Armando,,Annex,43.67406,-79.40735,Private room,53,28,16,2021-10-31,0.23,1,0,4,STR-2012-FPXVHC
14727398,Overlooking Forest Hill Trees in Huge Family House,6397629,Daniel,,Casa Loma,43.68321,-79.40512,Entire home/apt,525,28,162,2022-05-28,2.31,1,79,4,
14578323,"Perfect location, Luxurious family home + Parking",89258061,Christina,,Corso Italia-Davenport,43.67245,-79.44671,Entire home/apt,185,28,128,2019-09-30,1.84,1,0,0,
